8069,Entity-Origin,lawsuits,fans
8070,Cause-Effect,vaccine,outbreak
8071,Member-Collection,killers,cabal
8072,Cause-Effect,fuel,fire
8073,Entity-Destination,epithelium,matrix
8074,Entity-Origin,staff,position
8075,Cause-Effect,terrorists,suffering
8076,Message-Topic,artworks,love
8077,Product-Producer,order,court
8078,Cause-Effect,band,tsunami
8079,Cause-Effect,corrosion,Leakage
8080,Instrument-Agency,wheel,drivers
8081,Member-Collection,features,horde
8082,Cause-Effect,ball,noise
8083,Member-Collection,ladies,ensemble
8084,Product-Producer,products,industry
8085,Other,sand,beach
8086,Entity-Destination,marble,bowl
8087,Cause-Effect,earthquake,damage
8088,Cause-Effect,officers,suffering
8089,Other,findings,section
8090,Entity-Origin,passenger,train
8091,Component-Whole,introduction,book
8092,Entity-Origin,simulation,structure
8093,Instrument-Agency,console,user
8094,Entity-Origin,exhibition,idea
8095,Instrument-Agency,hose,driver
8096,Cause-Effect,crash,recession
8097,Member-Collection,crossbowmen,legion
8098,Cause-Effect,infection,swelling
8099,Cause-Effect,vibration,tone
8100,Other,score,orchestra
8101,Entity-Destination,answers,website
8102,Cause-Effect,spell,threat
8103,Instrument-Agency,language,programmer
8104,Cause-Effect,movements,earthquakes
8105,Content-Container,fruit,basket
8106,Component-Whole,heel,shoes
8107,Instrument-Agency,thread,shoemaker
8108,Entity-Destination,tablet,canteen
8109,Content-Container,image,carafe
8110,Content-Container,plasticcontainer,cabinet
8111,Entity-Origin,acetone,solution
8112,Message-Topic,guide,roses
8113,Entity-Origin,flour,Chestnut
8114,Product-Producer,book,artists
8115,Other,silver,necklace
8116,Cause-Effect,motion,suction
8117,Other,babel,words
8118,Component-Whole,courtyard,castle
8119,Member-Collection,pigeons,flock
8120,Other,decision,legalchallenge
8121,Entity-Origin,stream,reactor
8122,Entity-Destination,investors,property
8123,Message-Topic,questions,salary
8124,Message-Topic,biographies,tradition
8125,Instrument-Agency,screwdriver,thief
8126,Member-Collection,infantrymen,unit
8127,Entity-Destination,guns,courtroom
8128,Cause-Effect,malfunctions,delays
8129,Entity-Destination,Chemicalweapons,lake
8130,Entity-Origin,dwarves,clan
8131,Component-Whole,nose,bloodhound
8132,Product-Producer,models,industry
8133,Product-Producer,devices,factory
8134,Member-Collection,leaders,muster
8135,Other,trainride,station
8136,Entity-Origin,relics,culture
8137,Other,maze,jurisdictions
8138,Cause-Effect,damage,growth
8139,Other,scourge,mosquitoes
8140,Other,formation,stones
8141,Other,enemy,efforts
8142,Member-Collection,mercenaries,riffraff
8143,Entity-Origin,geometry,data
8144,Cause-Effect,injury,discomfort
8145,Member-Collection,sorcerers,coven
8146,Member-Collection,lorries,convoy
8147,Entity-Destination,readers,ancienttimes
8148,Other,environment,programmers
8149,Content-Container,scarab,body
8150,Entity-Origin,motorcycle,building
8151,Cause-Effect,water,tides
8152,Message-Topic,chapters,issues
8153,Entity-Destination,party,nextday
8154,Product-Producer,nebulizer,bacterialaerosol
8155,Entity-Destination,People,space
8156,Entity-Origin,language,settlers
8157,Product-Producer,dams,Beaver
8158,Message-Topic,play,religion
8159,Message-Topic,debate,origins
8160,Component-Whole,lobes,ear
8161,Entity-Origin,liquor,alcohol
8162,Instrument-Agency,standard,user
8163,Component-Whole,part,province
8164,Cause-Effect,charge,field
8165,Cause-Effect,arrival,tardiness
8166,Content-Container,key,chest
8167,Entity-Origin,residue,flask
8168,Member-Collection,arrows,rain
8169,Message-Topic,manuscript,history
8170,Cause-Effect,deluge,flood
8171,Component-Whole,engine,steamer
8172,Instrument-Agency,pencil,umbrella
8173,Entity-Origin,ale,wheat
8174,Entity-Origin,car,plant
8175,Component-Whole,islands,archipelago
8176,Content-Container,clay,membranetubing
8177,Entity-Destination,sand,molds
8178,Other,cultivation,plow
8179,Message-Topic,chapter,theologicalsurvey
8180,Cause-Effect,documentary,scandal
8181,Component-Whole,shaft,ulna
8182,Other,candidates,roles
8183,Other,life,disarray
8184,Product-Producer,ceramics,potter
8185,Component-Whole,nasalcavity,birds
8186,Other,tendon,muscle
8187,Other,Positions,blackdots
8188,Cause-Effect,accident,radiation
8189,Content-Container,dogtreats,cellophanebag
8190,Component-Whole,claw,owl
8191,Entity-Destination,hay,barn
8192,Product-Producer,cartoon,artist
8193,Member-Collection,libraries,treasuretrove
8194,Component-Whole,bail,reel
8195,Entity-Origin,works,kingdom
8196,Cause-Effect,coup,confusion
8197,Product-Producer,book,planter
8198,Member-Collection,individuals,society
8199,Instrument-Agency,notepad,scientist
8200,Entity-Origin,photo,library
8201,Cause-Effect,accident,snarl
8202,Other,surgeon,team
8203,Content-Container,dress,trunk
8204,Cause-Effect,situation,tension
8205,Member-Collection,leader,organization
8206,Product-Producer,book,director
8207,Entity-Destination,data,arrays
8208,Entity-Destination,things,theatres
8209,Other,electrode,corrosion
8210,Component-Whole,pouch,koala
8211,Member-Collection,moles,duel
8212,Component-Whole,frames,umbrella
8213,Cause-Effect,irritation,Contractions
8214,Entity-Origin,plane,runway
8215,Entity-Origin,skeleton,object
8216,Product-Producer,hole,filmmakers
8217,Message-Topic,report,opinion
8218,Instrument-Agency,subsidization,Governments
8219,Other,diamond,necklace
8220,Member-Collection,buzzards,wake
8221,Cause-Effect,virus,warts
8222,Other,sensor,process
8223,Other,compeers,criminals
8224,Component-Whole,images,list
8225,Component-Whole,rope,prayer-bell
8226,Instrument-Agency,paddle,man
8227,Member-Collection,classes,alliance
8228,Entity-Destination,operations,nearbycountries
8229,Content-Container,cover,ewer
8230,Component-Whole,picks,machine
8231,Entity-Destination,immigrantflows,microsimulation
8232,Entity-Origin,boys,creek
8233,Message-Topic,report,strategies
8234,Product-Producer,colony,power
8235,Other,gene,generation
8236,Instrument-Agency,telescope,eye
8237,Entity-Destination,boy,bathroom
8238,Content-Container,document,folder
8239,Message-Topic,pages,scene
8240,Other,weather,conditions
8241,Member-Collection,pigeons,passel
8242,Other,resources,wine
8243,Content-Container,money,baskets
8244,Entity-Destination,chemicals,atmosphere
8245,Other,part,chapel
8246,Content-Container,Mobile,belly
8247,Message-Topic,flyer,workshop
8248,Other,hotel,reconstruction
8249,Message-Topic,edition,findings
8250,Member-Collection,Fish,shoal
8251,Entity-Destination,bookmarks,file
8252,Instrument-Agency,nanoparticle,team
8253,Message-Topic,phonecall,revelation
8254,Member-Collection,herons,siege
8255,Entity-Destination,indenter,material
8256,Entity-Destination,issue,members
8257,Component-Whole,fittings,Cruisers
8258,Instrument-Agency,kirpan,accused
8259,Member-Collection,sharks,shiver
8260,Other,message,capsule
8261,Component-Whole,stockings,doll
8262,Message-Topic,documents,history
8263,Other,state,package
8264,Content-Container,carbonatedbeverage,bottle
8265,Content-Container,wire,pail
8266,Cause-Effect,earthquake,blackout
8267,Message-Topic,drawings,configurations
8268,Member-Collection,head,police
8269,Component-Whole,titles,series
8270,Product-Producer,barricade,students
8271,Other,solution,creation
8272,Cause-Effect,stress,tension
8273,Other,hill,corn
8274,Entity-Destination,chocolate,jars
8275,Entity-Origin,elephant,animal
8276,Other,meeting,shareholders
8277,Entity-Destination,needle,machine
8278,Other,quality,oocytes
8279,Entity-Destination,letter,group
8280,Cause-Effect,Cardiovasculardisease,morbidity
8281,Other,geoid,ellipsoid
8282,Entity-Destination,beans,flask
8283,Cause-Effect,sinuspressure,Dizziness
8284,Instrument-Agency,approach,study
8285,Other,governor,appearances
8286,Content-Container,bomb,handcart
8287,Member-Collection,coupons,fistful
8288,Entity-Destination,book,software
8289,Entity-Destination,soldiers,jungle
8290,Other,chair,corporation
8291,Other,hole,piece
8292,Content-Container,mummy,woodencoffin
8293,Cause-Effect,meeting,laws
8294,Content-Container,game,packing
8295,Component-Whole,nerve,cistern
8296,Entity-Destination,body,sack
8297,Entity-Destination,model,territory
8298,Other,priests,work
8299,Entity-Origin,sagas,oralculture
8300,Component-Whole,walls,hospital
8301,Content-Container,solution,refrigerator
8302,Entity-Destination,money,project
8303,Instrument-Agency,mule,farmer
8304,Component-Whole,buds,flower
8305,Content-Container,clothes,box
8306,Component-Whole,cell,venter
8307,Message-Topic,chapter,Feedback
8308,Entity-Origin,train,point
8309,Content-Container,body,sack
8310,Member-Collection,salmons,draught
8311,Message-Topic,website,soapoperas
8312,Component-Whole,lines,system
8313,Product-Producer,fire,owner
8314,Product-Producer,letters,writer
8315,Entity-Origin,name,vote
8316,Entity-Destination,poodle,acre
8317,Cause-Effect,crowd,fear
8318,Entity-Origin,avalanches,mass
8319,Message-Topic,exhibition,fight
8320,Entity-Destination,wax,can
8321,Component-Whole,nose,plane
8322,Component-Whole,executiveboard,company
8323,Entity-Origin,toys,future
8324,Component-Whole,mainspring,pocketwatch
8325,Message-Topic,televisionnetwork,arts
8326,Message-Topic,laws,crimes
8327,Entity-Origin,syrup,raspberry
8328,Other,stars,heavens
8329,Cause-Effect,transmitter,transmission
8330,Member-Collection,chickens,peep
8331,Message-Topic,article,cover
8332,Cause-Effect,confrontation,commotion
8333,Product-Producer,honeycomb,workers
8334,Content-Container,cuttingboard,box
8335,Other,protein,gene
8336,Other,audit,financialstatements
8337,Content-Container,gravel,stomach
8338,Member-Collection,foes,throng
8339,Content-Container,coffin,case
8340,Cause-Effect,relaxation,reduction
8341,Cause-Effect,tornado,devastation
8342,Component-Whole,states,robot
8343,Cause-Effect,condition,indicator
8344,Cause-Effect,people,deficits
8345,Instrument-Agency,blackboard,teacher
8346,Component-Whole,swans,wedge
8347,Other,friend,love
8348,Cause-Effect,wind,delays
8349,Cause-Effect,diseases,illnesses
8350,Product-Producer,rectangles,cook
8351,Entity-Destination,Billions,products
8352,Product-Producer,railways,corporation
8353,Message-Topic,exhibition,glamour
8354,Other,resetting,signal
8355,Cause-Effect,bombing,destruction
8356,Component-Whole,toggleswitch,kit
8357,Entity-Origin,Blood,animal
8358,Component-Whole,tectum,mesencephalon
8359,Entity-Destination,construction,nextyear
8360,Content-Container,ship,jug
8361,Entity-Destination,consciousness,future
8362,Component-Whole,pick,alligator
8363,Component-Whole,chapters,book
8364,Content-Container,plane,crate
8365,Entity-Destination,water,hand
8366,Entity-Origin,vapor,oceans
8367,Cause-Effect,drum,sound
8368,Entity-Origin,caravan,depo
8369,Content-Container,tea,glass
8370,Product-Producer,steel,plant
8371,Component-Whole,controller,box
8372,Cause-Effect,earthquake,landslide
8373,Member-Collection,knights,meinie
8374,Component-Whole,patella,mechanism
8375,Content-Container,condoms,bag
8376,Cause-Effect,debris,crash
8377,Cause-Effect,blasts,fire
8378,Message-Topic,discussion,standards
8379,Component-Whole,coat,macaque
8380,Member-Collection,congressmen,party
8381,Entity-Destination,sediments,lake
8382,Component-Whole,commentary,review
8383,Message-Topic,announcement,review
8384,Content-Container,handbag,displaycase
8385,Other,poem,riverside
8386,Entity-Destination,intestines,abdomen
8387,Cause-Effect,faults,cancellations
8388,Product-Producer,novel,critic
8389,Message-Topic,books,incidents
8390,Entity-Origin,focus,button
8391,Other,Asparagus,cancer
8392,Member-Collection,stork,mustering
8393,Entity-Origin,craniopharyngioma,bone
8394,Message-Topic,book,pool
8395,Entity-Destination,power,grid
8396,Cause-Effect,disc,pressure
8397,Entity-Destination,sinusrinse,earcanal
8398,Product-Producer,plates,factory
8399,Entity-Destination,Coldair,mountains
8400,Member-Collection,monkeys,mission
8401,Member-Collection,cobras,quiver
8402,Component-Whole,roach,sail
8403,Component-Whole,pieces,limestone
8404,Entity-Origin,hematoxylin,heartwood
8405,Other,beer,dog
8406,Other,company,problem
8407,Component-Whole,spans,bridge
8408,Instrument-Agency,violin,girl
8409,Instrument-Agency,splints,surgeon
8410,Content-Container,body,duffelbag
8411,Other,scientist,niece
8412,Product-Producer,clothing,factory
8413,Entity-Origin,cookies,butter
8414,Entity-Destination,seeds,stratificationunit
8415,Entity-Origin,sauce,cranberry
8416,Member-Collection,mules,barren
8417,Cause-Effect,airline,cancellation
8418,Other,supremecourt,states
8419,Content-Container,body,cypresscoffin
8420,Message-Topic,guides,maps
8421,Entity-Origin,tenant,home
8422,Other,orphan,bachelor
8423,Message-Topic,essay,origins
8424,Cause-Effect,loss,sorrow
8425,Cause-Effect,eruption,earthquake
8426,Other,advances,biology
8427,Message-Topic,paper,techniques
8428,Cause-Effect,Diabetesmellitus,blindness
8429,Other,crew,investigation
8430,Other,data,operations
8431,Product-Producer,bid,company
8432,Other,hurdles,drilling
8433,Product-Producer,comma,scribe
8434,Entity-Destination,pellets,cavities
8435,Instrument-Agency,grapes,winemaker
8436,Component-Whole,pin,connector
8437,Other,insulation,carafe
8438,Product-Producer,book,authors
8439,Cause-Effect,fungus,irritation
8440,Entity-Origin,flower,pond
8441,Member-Collection,snakes,bed
8442,Content-Container,goodies,hamper
8443,Entity-Origin,impetus,veteran
8444,Cause-Effect,purchase,satisfaction
8445,Other,camaraderie,runners
8446,Other,kinshipsystems,grandparents
8447,Instrument-Agency,agent,restaurant
8448,Component-Whole,receiver,package
8449,Cause-Effect,negligence,accident
8450,Content-Container,coffee,mug
8451,Other,glut,savings
8452,Instrument-Agency,nuts,plane
8453,Other,case,tree
8454,Member-Collection,holes,arrays
8455,Product-Producer,comment,students
8456,Entity-Destination,Flowers,chapel
8457,Message-Topic,documents,policies
8458,Other,rage,fight
8459,Cause-Effect,fire,alarm
8460,Instrument-Agency,nets,guys
8461,Component-Whole,section,store
8462,Component-Whole,waistband,underwear
8463,Message-Topic,plot,girl
8464,Component-Whole,tiller,catamaran
8465,Entity-Destination,oil,countries
8466,Other,blogging,places
8467,Instrument-Agency,jars,nurses
8468,Entity-Origin,topics,literature
8469,Instrument-Agency,key,representative
8470,Component-Whole,platform,ship
8471,Product-Producer,car,plant
8472,Component-Whole,entrance,palace
8473,Entity-Origin,clarinet,recorderfamily
8474,Product-Producer,work,author
8475,Component-Whole,paddle,microaccelerometer
8476,Product-Producer,wall,soldiers
8477,Instrument-Agency,water,hookah
8478,Message-Topic,negotiations,apprenticetraining
8479,Member-Collection,finches,trembling
8480,Cause-Effect,incident,sensation
8481,Component-Whole,screen,computer
8482,Other,navy,crew
8483,Component-Whole,Poems,site
8484,Instrument-Agency,toners,hairdresser
8485,Instrument-Agency,pushpins,Students
8486,Content-Container,banquet,basket
8487,Member-Collection,luminaries,array
8488,Content-Container,sugar,cabinet
8489,Other,cut,blade
8490,Product-Producer,sugar,factory
8491,Other,managers,shop
8492,Instrument-Agency,receiver,recipient
8493,Content-Container,biscuits,basket
8494,Entity-Destination,geneticmaterial,generation
8495,Component-Whole,powercord,dryer
8496,Member-Collection,adults,fraternity
8497,Member-Collection,gulls,flight
8498,Message-Topic,drawings,landmarks
8499,Other,program,districts
8500,Member-Collection,performers,troupe
8501,Other,memory,mouse
8502,Instrument-Agency,Cigarettes,women
8503,Other,roughness,rashes
8504,Instrument-Agency,x-rays,dentists
8505,Entity-Destination,cricket,business
8506,Entity-Destination,spacemonkey,space
8507,Member-Collection,hounds,pack
8508,Entity-Destination,request,port
8509,Product-Producer,quilt,girl
8510,Entity-Destination,box,box
8511,Cause-Effect,pyrotechnics,fire
8512,Cause-Effect,stress,breakouts
8513,Cause-Effect,flood,crisis
8514,Product-Producer,drug,manufacturer
8515,Instrument-Agency,scissors,stylist
8516,Content-Container,tooth,cup
8517,Component-Whole,floor,cottage
8518,Member-Collection,bees,bike
8519,Entity-Destination,hand,box
8520,Other,plowing,plow
8521,Other,publication,mail
8522,Content-Container,passport,trunk
8523,Cause-Effect,viruses,infection
8524,Entity-Destination,fish,water
8525,Entity-Destination,victim,water
8526,Component-Whole,cellar,dwelling
8527,Other,segment,membrane
8528,Member-Collection,pups,litter
8529,Product-Producer,shed,people
8530,Message-Topic,session,inter-loans
8531,Cause-Effect,drinks,diabetes
8532,Cause-Effect,loss,grief
8533,Entity-Destination,students,schools
8534,Member-Collection,lapwings,deceit
8535,Cause-Effect,war,mentality
8536,Instrument-Agency,series,authors
8537,Message-Topic,painting,meal
8538,Component-Whole,pillars,bridge
8539,Entity-Origin,products,blood
8540,Cause-Effect,Preeclampsia,mortality
8541,Other,device,matchboxes
8542,Other,running,shoes
8543,Content-Container,packet,box
8544,Product-Producer,call,robbers
8545,Product-Producer,sugar,company
8546,Cause-Effect,demolition,terror
8547,Entity-Destination,prices,hotel
8548,Entity-Origin,tiger,pen
8549,Content-Container,comb,envelope
8550,Component-Whole,units,machine
8551,Component-Whole,bout,violin
8552,Entity-Destination,people,cities
8553,Entity-Origin,juice,lime
8554,Cause-Effect,outbreak,injuries
8555,Component-Whole,padlock,pane
8556,Product-Producer,hill,troops
8557,Content-Container,fridge,mahoganycase
8558,Other,reader,past
8559,Message-Topic,document,economicpolicy
8560,Other,comradeship,veterans
8561,Component-Whole,lobby,building
8562,Instrument-Agency,spoon,priest
8563,Entity-Destination,money,charity
8564,Content-Container,bag,bin
8565,Content-Container,ale,carton
8566,Message-Topic,statute,dominions
8567,Other,spring,creek
8568,Other,devices,issues
8569,Message-Topic,channel,sports
8570,Other,stove,method
8571,Cause-Effect,indigestion,pain
8572,Instrument-Agency,glass,teacher
8573,Cause-Effect,Alcohol,childabuse
8574,Cause-Effect,malfunction,rush
8575,Other,Physiotherapy,admissionavoidance
8576,Other,comradeship,arms
8577,Product-Producer,data,technician
8578,Member-Collection,kingdoms,confederacy
8579,Product-Producer,broadsides,troubadour
8580,Entity-Destination,goods,states
8581,Member-Collection,settlers,population
8582,Component-Whole,conveyor,oven
8583,Instrument-Agency,medications,psychiatrists
8584,Other,sections,asterisk
8585,Instrument-Agency,register,cashier
8586,Message-Topic,report,need
8587,Other,corpse,noose
8588,Cause-Effect,Sodium,retention
8589,Member-Collection,directors,boards
8590,Product-Producer,gardens,team
8591,Component-Whole,pouches,wallabies
8592,Product-Producer,machine,shoemaker
8593,Member-Collection,whales,gam
8594,Other,words,action
8595,Content-Container,sample,glasstube
8596,Entity-Origin,guidelines,article
8597,Cause-Effect,vehicle,damages
8598,Entity-Destination,mater,saline
8599,Entity-Destination,textmessages,outerspace
8600,Instrument-Agency,paper,researchers
8601,Content-Container,stuffeddog,trunk
8602,Other,martyrs,persecution
8603,Product-Producer,photograph,artist
8604,Instrument-Agency,therapy,therapist
8605,Instrument-Agency,program,families
8606,Component-Whole,document,series
8607,Entity-Destination,deers,cars
8608,Component-Whole,catnip,ball
8609,Other,fistful,dollars
8610,Component-Whole,bag,design
8611,Cause-Effect,law,redistribution
8612,Cause-Effect,virus,tonsillitis
8613,Entity-Destination,electricity,water
8614,Message-Topic,summary,aspects
8615,Message-Topic,figure,device
8616,Member-Collection,artists,constellation
8617,Product-Producer,fiction,writer
8618,Member-Collection,philosophers,staff
8619,Cause-Effect,strikers,damage
8620,Message-Topic,installation,relationships
8621,Component-Whole,roach,sail
8622,Product-Producer,rug,assistant
8623,Content-Container,wine,bottle
8624,Product-Producer,document,locations
8625,Component-Whole,feeder,machine
8626,Instrument-Agency,method,mathematicians
8627,Entity-Destination,cash,shirt
8628,Component-Whole,scrollwheel,mouse
8629,Other,site,earth
8630,Entity-Destination,terrorism,society
8631,Other,compeers,ages
8632,Product-Producer,food,manufacturer
8633,Instrument-Agency,snowshoes,person
8634,Product-Producer,design,brothers
8635,Cause-Effect,wine,headache
8636,Instrument-Agency,electricity,bulbs
8637,Other,authority,translation
8638,Content-Container,poster,packaging
8639,Message-Topic,theories,birthcertificate
8640,Message-Topic,draft,borders
8641,Entity-Origin,tree,acorn
8642,Other,patients,trials
8643,Instrument-Agency,violin,girl
8644,Product-Producer,atlas,cartographer
8645,Other,interrogation,activities
8646,Member-Collection,oxen,drove
8647,Content-Container,mast,canister
8648,Message-Topic,website,projects
8649,Cause-Effect,hurricane,harm
8650,Entity-Destination,liquoramnii,phial
8651,Entity-Origin,statement,knowledge
8652,Component-Whole,flip-flop,circuit
8653,Content-Container,marihuana,suitcase
8654,Content-Container,fluid,cup
8655,Message-Topic,paper,results
8656,Message-Topic,drama,girl
8657,Cause-Effect,organism,disease
8658,Entity-Origin,water,kettle
8659,Member-Collection,hippopotami,crash
8660,Instrument-Agency,adhesive,Builders
8661,Other,star,controversies
8662,Other,prisoner,oblivion
8663,Cause-Effect,Infection,death
8664,Other,monasteries,river
8665,Product-Producer,coffee,machine
8666,Cause-Effect,death,breakdown
8667,Instrument-Agency,capscrews,manufacturers
8668,Member-Collection,buzzards,wake
8669,Entity-Origin,call,father
8670,Member-Collection,brats,passel
8671,Other,daughter,harssement
8672,Member-Collection,fighters,circus
8673,Other,spacecraft,retirement
8674,Content-Container,piece,bladder
8675,Product-Producer,firearms,factory
8676,Other,baby,sleep
8677,Entity-Destination,builders,buildingcommittee
8678,Cause-Effect,meltdown,reaction
8679,Content-Container,ginger,jar
8680,Entity-Destination,seeds,space
8681,Component-Whole,group,association
8682,Entity-Destination,event,tomorrow
8683,Entity-Destination,chips,mouth
8684,Message-Topic,account,analysis
8685,Cause-Effect,fever,Convulsions
8686,Other,plugs,plugboard
8687,Message-Topic,rules,transfers
8688,Entity-Origin,page,book
8689,Message-Topic,book,tales
8690,Component-Whole,button,mouse
8691,Entity-Origin,man,bridge
8692,Entity-Destination,virus,harddisk
8693,Other,sign,length
8694,Other,mouth,water
8695,Product-Producer,text,potter
8696,Cause-Effect,collision,fire
8697,Component-Whole,inlet,dryer
8698,Cause-Effect,Fog,irritation
8699,Entity-Destination,dollars,facilities
8700,Other,professor,paper
8701,Component-Whole,photos,image
8702,Other,team,methodology
8703,Message-Topic,clip,investment
8704,Message-Topic,discussion,emissionsreductions
8705,Message-Topic,fable,force
8706,Cause-Effect,sinking,loss
8707,Product-Producer,paper,researcher
8708,Other,team,player
8709,Message-Topic,novels,agents
8710,Member-Collection,tortoises,creep
8711,Other,pain,headaches
8712,Other,students,components
8713,Instrument-Agency,flame,advocates
8714,Entity-Destination,traffic,cache
8715,Entity-Destination,clams,bucket
8716,Other,month,sundays
8717,Member-Collection,dwellers,population
8718,Entity-Destination,items,museum
8719,Product-Producer,statement,defendant
8720,Component-Whole,coil,galvanometer
8721,Entity-Origin,Voters,issues
8722,Member-Collection,witches,coven
8723,Entity-Origin,plane,city
8724,Instrument-Agency,marks,craftsmen
8725,Content-Container,apple,bottle
8726,Other,infestation,lice
8727,Entity-Destination,garbages,ocean
8728,Cause-Effect,bacteria,meningitis
8729,Message-Topic,gallery,work
8730,Message-Topic,book,family
8731,Message-Topic,regulations,professionalcorporations
8732,Other,people,panic
8733,Other,kinship,ideals
8734,Message-Topic,novel,life
8735,Member-Collection,capitalists,syndicate
8736,Entity-Destination,helicopter,grass
8737,Cause-Effect,spray,rainbow
8738,Member-Collection,jellyfish,fluther
8739,Entity-Destination,implant,jawbone
8740,Message-Topic,papers,threat
8741,Entity-Destination,music,slideshows
8742,Entity-Destination,cops,hotels
8743,Entity-Origin,flood,reaches
8744,Content-Container,dollarbill,box
8745,Entity-Destination,grain,countries
8746,Product-Producer,draft,statesman
8747,Cause-Effect,hormone,changes
8748,Entity-Destination,water,plants
8749,Cause-Effect,waste,fumes
8750,Entity-Destination,debris,air
8751,Entity-Origin,oil,Coconut
8752,Content-Container,dehydratedfood,plasticcontainer
8753,Member-Collection,deer,parcel
8754,Entity-Origin,populations,genepool
8755,Component-Whole,nape,male
8756,Message-Topic,articles,sociologicalresearch
8757,Product-Producer,ruins,inhabitants
8758,Entity-Destination,wort,bucket
8759,Other,studies,medicine
8760,Component-Whole,books,bible
8761,Entity-Destination,funds,account
8762,Entity-Origin,argument,source
8763,Cause-Effect,problems,Weakligaments
8764,Message-Topic,arguments,practice
8765,Message-Topic,clips,career
8766,Other,creativity,use
8767,Cause-Effect,advertisements,murders
8768,Product-Producer,book,academic
8769,Member-Collection,spectators,throng
8770,Message-Topic,ads,beauty
8771,Other,press,disorders
8772,Other,Quotation,words
8773,Message-Topic,book,explorations
8774,Message-Topic,interview,childhood
8775,Entity-Destination,passion,painting
8776,Entity-Destination,gel,sheath
8777,Other,bar,corner
8778,Entity-Destination,CD,folder
8779,Entity-Destination,questionnaires,countries
8780,Component-Whole,bedrooms,cabin
8781,Member-Collection,judge,board
8782,Other,shipment,cask
8783,Product-Producer,stonework,mason
8784,Instrument-Agency,language,Philosophy
8785,Entity-Destination,cells,cavity
8786,Entity-Destination,sacrifices,volcano
8787,Entity-Destination,country,century
8788,Message-Topic,interviews,practices
8789,Content-Container,shoes,box
8790,Instrument-Agency,wrench,mechanic
8791,Member-Collection,chefs,brigade
8792,Entity-Destination,stores,memory
8793,Cause-Effect,battle,panic
8794,Entity-Destination,poet,center
8795,Content-Container,world,jug
8796,Component-Whole,chapters,book
8797,Cause-Effect,dams,power
8798,Product-Producer,tools,Chimpanzees
8799,Component-Whole,anvil,stapler
8800,Cause-Effect,laser,signal
8801,Cause-Effect,resignation,byelection
8802,Cause-Effect,speculation,structure
8803,Entity-Destination,wars,livingrooms
8804,Entity-Destination,items,home
8805,Component-Whole,tub,dishwasher
8806,Entity-Destination,works,church
8807,Other,pier,forms
8808,Cause-Effect,drill,evacuation
8809,Content-Container,message,paper
8810,Component-Whole,keys,piano
8811,Other,indicator,land
8812,Entity-Destination,bag,safe
8813,Component-Whole,cylinder,boiler
8814,Message-Topic,article,food
8815,Cause-Effect,earthquakes,tsunamis
8816,Entity-Origin,elements,earth
8817,Product-Producer,novel,historian
8818,Cause-Effect,deregulation,damage
8819,Content-Container,anthrax,suitcase
8820,Content-Container,chair,crate
8821,Member-Collection,hotels,club
8822,Other,catastrophe,metaphor
8823,Entity-Destination,bread,basket
8824,Other,clutch,eggs
