8155,Member-Collection,strategies,documents
8156,Component-Whole,soot,punch
8157,Component-Whole,plug,batterybox
8158,Other,Other,Other
8159,Other,Other,Other
8160,Message-Topic,publication,implications
8161,Other,drugs,document
8162,Other,game,bazooka
8163,Product-Producer,model,Meyer
8164,Other,Other,Other
8165,Other,Other,Other
8166,Entity-Destination,vacuum,canister
8167,Member-Collection,cadets,corps
8168,Other,ringmounts,aircrafts
8169,Entity-Origin,headquarters,address
8170,Other,Other,Other
8171,Entity-Destination,man,countries
8172,Member-Collection,keeper,team
8173,Other,push-bike,high-wheelers
8174,Other,Other,Other
8175,Other,pollution,problems
8176,Other,writer,site
8177,Entity-Destination,core,river
8178,Other,Other,Other
8179,Component-Whole,core,analyzer
8180,Other,Other,Other
8181,Other,children,attributes
8182,Other,Other,Other
8183,Other,nurse,patient
8184,Product-Producer,content,person
8185,Other,Other,Other
8186,Member-Collection,beaters,squad
8187,Other,Other,Other
8188,Other,Other,Other
8189,Other,chief,thesis
8190,Instrument-Agency,pieces,counter
8191,Cause-Effect,Rain,cancellation
8192,Other,education,trends
8193,Other,format,keywords
8194,Other,teams,articles
8195,Other,science,astronaut
8196,Other,clusters,clustering
8197,Other,Other,Other
8198,Other,song,unofficially
8199,Other,Other,Other
8200,Component-Whole,pre-formatted,factory
8201,Other,Other,Other
8202,Content-Container,body,bin
8203,Other,Other,Other
8204,Instrument-Agency,venom,sound
8205,Other,Other,Other
8206,Other,Other,Other
8207,Other,Other,Other
8208,Content-Container,marbles,bottle
8209,Other,staff,employee
8210,Other,Other,Other
8211,Other,Musicians,hand
8212,Entity-Origin,oil,abyssinica
8213,Other,Other,Other
8214,Other,flashbacks,gloves
8215,Other,soda,sugar
8216,Content-Container,soda,bottle
8217,Content-Container,money,jar
8218,Other,banner,ramparts
8219,Cause-Effect,terrorist,crash
8220,Other,Other,Other
8221,Content-Container,wine,jeroboam
8222,Other,facility,end
8223,Other,flourishes,Greeks
8224,Product-Producer,report,Conditions
8225,Other,cattle,animals
8226,Other,accent,vocalist
8227,Content-Container,coin,plasticcase
8228,Member-Collection,penguins,parade
8229,Other,Other,Other
8230,Other,chemicals,drilling
8231,Other,Other,Other
8232,Member-Collection,islands,chain
8233,Other,Other,Other
8234,Other,misuse,damage
8235,Other,Other,Other
8236,Other,on-screen,programming
8237,Other,combination,subdetectors
8238,Other,foot,bones
8239,Cause-Effect,Seasonal,deprivation
8240,Other,aircraft,aircraft
8241,Other,Other,Other
8242,Content-Container,water,carafe
8243,Component-Whole,stem,tree
8244,Other,box,machine
8245,Other,Other,Other
8246,Product-Producer,Andronicus,philosopher
8247,Entity-Destination,tableau,room
8248,Component-Whole,strings,protocol
8249,Other,Other,Other
8250,Entity-Destination,mix,cake
8251,Other,Other,Other
8252,Entity-Origin,gerbil,threat
8253,Other,bombs,airstrike
8254,Other,Other,Other
8255,Other,energy,Barrages
8256,Other,Other,Other
8257,Cause-Effect,wastewater,conflict
8258,Message-Topic,report,revenues
8259,Component-Whole,engine,car
8260,Other,Other,Other
8261,Component-Whole,phases,book
8262,Entity-Destination,spam,clients
8263,Entity-Origin,syrup,plum
8264,Other,Other,Other
8265,Cause-Effect,tornado,damage
8266,Entity-Destination,friend,surfer
8267,Other,politicians,song
8268,Other,shoe,weeks
8269,Other,Other,Other
8270,Entity-Destination,motives,trial
8271,Component-Whole,compeers,Todd
8272,Other,Other,Other
8273,Message-Topic,song,topics
8274,Member-Collection,seals,rookery
8275,Other,forces,novel
8276,Entity-Destination,car,river
8277,Message-Topic,news,issues
8278,Instrument-Agency,ram,team
8279,Member-Collection,mausoleums,builder
8280,Product-Producer,song,band
8281,Member-Collection,head,politicalparty
8282,Entity-Destination,gardeners,street
8283,Other,pages,internet
8284,Cause-Effect,Oxford,man
8285,Other,Other,Other
8286,Content-Container,brain,jar
8287,Other,Other,Other
8288,Cause-Effect,stress,loss
8289,Entity-Destination,nation,mourning
8290,Other,Other,Other
8291,Content-Container,litter,box
8292,Other,news,bananas
8293,Component-Whole,stem,plant
8294,Other,Other,Other
8295,Component-Whole,Twelve,book
8296,Entity-Origin,heroes,movies
8297,Other,petition,construction
8298,Entity-Destination,team,jungle
8299,Other,people,staff
8300,Other,story,grandfather
8301,Other,running,shoes
8302,Other,emergency,pilot
8303,Component-Whole,railing,deck
8304,Other,source,activation
8305,Other,building,land
8306,Product-Producer,report,faction
8307,Other,artist,heart
8308,Product-Producer,forum,craftsman
8309,Message-Topic,article,speech
8310,Other,Other,Other
8311,Member-Collection,firewood,cartload
8312,Product-Producer,colors,dispersion
8313,Other,Other,Other
8314,Other,Other,Other
8315,Other,matter,position
8316,Other,computer,pile
8317,Other,frame,photo
8318,Other,soup,can
8319,Entity-Destination,shipments,stock
8320,Instrument-Agency,bloodpressure,doctor
8321,Other,physical,people
8322,Member-Collection,dancers,troupe
8323,Other,Other,Other
8324,Other,server,hostname
8325,Other,rod,shell
8326,Other,Other,Other
8327,Message-Topic,sculpture,themes
8328,Other,Other,Other
8329,Other,Other,Other
8330,Product-Producer,poem,worker
8331,Member-Collection,lawyers,phalanx
8332,Other,team,Desperados
8333,Other,laws,liberties
8334,Other,depression,unemployment
8335,Other,survivors,huddle
8336,Other,grinding,base
8337,Other,uncles,coffin
8338,Other,tickets,controversy
8339,Entity-Origin,excursions,harbour
8340,Content-Container,coffee,cup
8341,Other,diversity,document
8342,Other,Other,Other
8343,Other,Other,Other
8344,Entity-Destination,song,player
8345,Other,man,body
8346,Instrument-Agency,trash,toy
8347,Other,Other,Other
8348,Other,sky,souffle
8349,Message-Topic,Its,firm
8350,Other,Bone,osteoblasts
8351,Content-Container,money,red
8352,Member-Collection,computers,cluster
8353,Other,announcement,question
8354,Other,Other,Other
8355,Other,bunker,cost
8356,Other,research,nanoparticles
8357,Other,collision,intersection
8358,Component-Whole,voltmeters,system
8359,Member-Collection,men,horde
8360,Other,cord,earphones
8361,Cause-Effect,good,pain
8362,Other,beer,yeast
8363,Entity-Origin,boat,harbour
8364,Instrument-Agency,length,player
8365,Other,Other,Other
8366,Component-Whole,sheep,movie
8367,Entity-Destination,brains,dish
8368,Entity-Destination,storm,town
8369,Component-Whole,stories,book
8370,Other,committee,commission
8371,Component-Whole,ribs,umbrella
8372,Other,Other,Other
8373,Other,bullet,damage
8374,Product-Producer,album,musician
8375,Entity-Destination,files,software
8376,Other,Other,Other
8377,Other,Neuralgia,headache
8378,Other,Other,Other
8379,Other,Other,Other
8380,Other,Other,Other
8381,Instrument-Agency,tools,mason
8382,Cause-Effect,earthquake,damage
8383,Entity-Destination,feet,floor
8384,Entity-Destination,aunt,caresuffering
8385,Other,turtles,shells
8386,Other,Other,Other
8387,Other,Other,Other
8388,Other,test,arm
8389,Message-Topic,part,techniques
8390,Instrument-Agency,loom,flower
8391,Cause-Effect,war,evacuation
8392,Component-Whole,point,pencil
8393,Entity-Origin,cadets,training
8394,Entity-Origin,chunks,airplane
8395,Component-Whole,strings,cello
8396,Other,argument,text
8397,Other,waters,vehicles
8398,Entity-Destination,Air,mouthpiece
8399,Instrument-Agency,receiverships,units
8400,Other,boss,crisis
8401,Other,student,scholarship
8402,Cause-Effect,word,misinterpretation
8403,Cause-Effect,bombing,damage
8404,Other,Other,Other
8405,Other,Other,Other
8406,Other,paper,backpage
8407,Other,team,team
8408,Other,thickener,starch
8409,Other,Other,Other
8410,Entity-Destination,inquiry,century
8411,Other,Bordewijk,bath
8412,Content-Container,water,bottle
8413,Other,Other,Other
8414,Other,rich,economies
8415,Member-Collection,plovers,congregation
8416,Product-Producer,coil,sensor
8417,Cause-Effect,Clinically,fractures
8418,Content-Container,coffin,case
8419,Other,Other,Other
8420,Other,chronologically,paper
8421,Other,Other,Other
8422,Other,Other,Other
8423,Entity-Destination,phone,toilet
8424,Other,leg,husband
8425,Other,coefficients,scales
8426,Product-Producer,book,writer
8427,Component-Whole,handgrip,micrometer
8428,Product-Producer,food,chef
8429,Other,cylinder,fuel
8430,Entity-Origin,squirrel,group
8431,Other,laces,shoe
8432,Other,river,land
8433,Other,Other,Other
8434,Component-Whole,elections,country
8435,Entity-Destination,aunt,health
8436,Other,Other,Other
8437,Other,Other,Other
8438,Product-Producer,modules,system
8439,Other,stab,fear
8440,Other,changes,reforms
8441,Other,outspoken,obscenity
8442,Other,spindle,areometer
8443,Other,chapel,house
8444,Other,oven,dryer
8445,Content-Container,bag,locker
8446,Other,Other,Other
8447,Message-Topic,discussion,news
8448,Product-Producer,citrus,lychee
8449,Entity-Origin,answer,riddle
8450,Other,Other,Other
8451,Other,Other,Other
8452,Other,boy,brotherhood
8453,Other,detention,prisoner
8454,Other,Other,Other
8455,Cause-Effect,embargo,suffering
8456,Instrument-Agency,pouch,medallion
8457,Other,pork,needles
8458,Other,sculpture,craftsmen
8459,Instrument-Agency,instrument,attacker
8460,Other,Other,Other
8461,Other,Other,Other
8462,Other,Other,Other
8463,Entity-Destination,offers,catalog
8464,Content-Container,king,silvercasket
8465,Content-Container,body,bin
8466,Product-Producer,export,company
8467,Entity-Destination,post,field
8468,Entity-Destination,aid,areas
8469,Other,dollar,jail
8470,Other,Administration,arm
8471,Other,pollution,energy
8472,Component-Whole,windshield,cockpit
8473,Cause-Effect,abuse,anger
8474,Content-Container,paper,deskdrawer
8475,Other,Other,Other
8476,Other,Other,Other
8477,Other,arrangement,hall
8478,Other,jail,death
8479,Message-Topic,advertising,selections
8480,Other,Other,Other
8481,Entity-Destination,soldiers,camp
8482,Member-Collection,fish,haul
8483,Other,Other,Other
8484,Other,bombs,chivalry
8485,Message-Topic,debate,prominence
8486,Cause-Effect,strike,death
8487,Other,rig,drilling
8488,Other,Other,Other
8489,Other,power,fear
8490,Content-Container,money,safe
8491,Member-Collection,Mozambique,Students
8492,Other,Other,Other
8493,Cause-Effect,pull,Tides
8494,Product-Producer,streaks,particles
8495,Entity-Destination,Changes,regulations
8496,Entity-Destination,Animations,Adobeversion
8497,Entity-Destination,reflux,mouth
8498,Other,alarm,dust
8499,Component-Whole,photoreceptors,retina
8500,Other,drug,half-life
8501,Other,features,sections
8502,Content-Container,gun,box
8503,Cause-Effect,ulcer,pain
8504,Entity-Origin,word,noun
8505,Other,desk,remote
8506,Entity-Destination,cells,tissues
8507,Member-Collection,hogs,drove
8508,Entity-Destination,Borrowersfall,troubles
8509,Other,kids,joy
8510,Other,Other,Other
8511,Other,farm,farmer
8512,Cause-Effect,Stroke,death
8513,Other,praise,albums
8514,Message-Topic,newsletter,fortnight
8515,Other,information,management
8516,Other,about,machine
8517,Other,unit,plant
8518,Other,narcotic,poppy
8519,Other,affidavit,defendant
8520,Product-Producer,economics,flicker
8521,Other,Other,Other
8522,Other,director,company
8523,Cause-Effect,braces,discomfort
8524,Other,creates,playwright
8525,Entity-Origin,community,minority
8526,Entity-Destination,Everything,sacks
8527,Component-Whole,locomotive,train
8528,Content-Container,body,suitcase
8529,Entity-Destination,boy,cradle
8530,Product-Producer,product,factory
8531,Other,ear,outer
8532,Other,galleries,artist
8533,Product-Producer,property,developer
8534,Cause-Effect,students,distraction
8535,Other,friend,light
8536,Component-Whole,Four,suffocation
8537,Member-Collection,visited,glut
8538,Other,fans,crush
8539,Other,Other,Other
8540,Other,Other,Other
8541,Product-Producer,pie,factory
8542,Other,earthquakes,losses
8543,Message-Topic,newspaper,app
8544,Other,Other,Other
8545,Other,toothpick,mechanic
8546,Content-Container,site,base
8547,Component-Whole,cover,assembly
8548,Other,Other,Other
8549,Other,Other,Other
8550,Other,line,aisle
8551,Other,lighting,works
8552,Entity-Destination,medicine,food
8553,Other,Other,Other
8554,Content-Container,wine,cartonbox
8555,Other,fish,oil
8556,Other,Other,Other
8557,Entity-Origin,flame,pyre
8558,Entity-Destination,treadmill,space
8559,Other,Other,Other
8560,Entity-Origin,geometry,string
8561,Other,Other,Other
8562,Other,boy,girl
8563,Other,Other,Other
8564,Other,Other,Other
8565,Other,Other,Other
8566,Entity-Destination,artist,can
8567,Product-Producer,map,guy
8568,Component-Whole,seniors,house
8569,Entity-Origin,answer,century
8570,Other,birds,writer
8571,Other,composition,controversy
8572,Member-Collection,rabbits,kindle
8573,Other,investigation,allegations
8574,Component-Whole,boots,man
8575,Entity-Destination,shuttles,space
8576,Other,Other,Other
8577,Member-Collection,groups,Cadre
8578,Other,kids,cast
8579,Other,happiness,programme
8580,Other,lineup,memo
8581,Other,cell,mechanisms
8582,Other,competition,children
8583,Member-Collection,provinces,congress
8584,Component-Whole,blade,sword
8585,Other,Other,Other
8586,Other,Other,Other
8587,Other,CDproduct,encyclopedia
8588,Other,Other,Other
8589,Other,century,researchers
8590,Member-Collection,decides,brotherhood
8591,Cause-Effect,tsunami,devastation
8592,Message-Topic,regulations,force
8593,Product-Producer,design,architects
8594,Entity-Origin,oil,oceans
8595,Other,Other,Other
8596,Other,illness,growth
8597,Message-Topic,drama,aftermath
8598,Other,power,server
8599,Other,Other,Other
8600,Message-Topic,infantrymen,legion
8601,Other,Other,Other
8602,Cause-Effect,collision,fire
8603,Other,animals,joy
8604,Other,Other,Other
8605,Other,Other,Other
8606,Entity-Destination,candidate,show
8607,Other,Other,Other
8608,Other,Other,Other
8609,Component-Whole,wall,dryer
8610,Other,immigrant,boat
8611,Message-Topic,page,chess
8612,Other,years,taxes
8613,Content-Container,water,bottle
8614,Other,Other,Other
8615,Entity-Destination,girl,danger
8616,Other,Other,Other
8617,Other,brain,drug
8618,Entity-Destination,phone,stage
8619,Entity-Destination,files,folder
8620,Other,camp,gas
8621,Cause-Effect,shipwreck,pollution
8622,Component-Whole,nose,surfboard
8623,Other,Other,Other
8624,Other,Other,Other
8625,Other,Other,Other
8626,Entity-Origin,film,documentary
8627,Other,Other,Other
8628,Other,symposium,institutions
8629,Member-Collection,Archives,26th
8630,Entity-Destination,ingredients,ball
8631,Entity-Destination,deposits,waterwells
8632,Other,prostate,glands
8633,Cause-Effect,pollution,smog
8634,Other,Other,Other
8635,Other,Other,Other
8636,Content-Container,cannabis,suitcase
8637,Other,Other,Other
8638,Other,net,section
8639,Other,topics,categories
8640,Other,ice,mission
8641,Other,powertrain,noise
8642,Product-Producer,blouses,factory
8643,Entity-Destination,Lymphoeytes,lymphatics
8644,Other,Other,Other
8645,Entity-Destination,bundle,skip
8646,Other,phrase,body
8647,Other,diamond,necklace
8648,Component-Whole,awareness,pandemic
8649,Other,player,orchestra
8650,Other,Other,Other
8651,Cause-Effect,journal,approach
8652,Other,Other,Other
8653,Other,studies,evidence
8654,Content-Container,data,tables
8655,Cause-Effect,Wind,erosion
8656,Other,syndicate,buyer
8657,Member-Collection,1784-85,ewer
8658,Other,signal,display
8659,Cause-Effect,mentality,acne
8660,Other,attempts,chapter
8661,Other,Other,Other
8662,Other,benchmarking,range
8663,Entity-Destination,hunter,cave
8664,Other,quality,coopers
8665,Component-Whole,claws,buzzard
8666,Entity-Destination,car,cold
8667,Other,Other,Other
8668,Other,Other,Other
8669,Member-Collection,goods,cache
8670,Entity-Destination,hardwire,human
8671,Other,box,machine
8672,Other,pair,tale
8673,Other,Other,Other
8674,Other,Other,Other
8675,Other,Other,Other
8676,Other,law,registration
8677,Component-Whole,bone,sore
8678,Other,Other,Other
8679,Other,Other,Other
8680,Component-Whole,authorindex,package
8681,Other,fear,darkness
8682,Other,eventually,practices
8683,Other,Other,Other
8684,Component-Whole,door,truck
8685,Instrument-Agency,warehouse,purposes
8686,Other,Other,Other
8687,Other,Other,Other
8688,Entity-Origin,name,goddess
8689,Content-Container,equipment,cabinet
8690,Cause-Effect,earthquake,tsunami
8691,Message-Topic,Gatrell,execution
8692,Other,bed,light
8693,Content-Container,tape,cabinet
8694,Other,programs,format
8695,Content-Container,pizza,trashbag
8696,Other,player,synthesist
8697,Other,shoulder,worker
8698,Entity-Destination,electrodes,brain
8699,Entity-Origin,Mail,city
8700,Other,painter,pencil
8701,Member-Collection,redwoods,grove
8702,Component-Whole,hinge,book
8703,Component-Whole,Picture,dowel
8704,Other,Other,Other
8705,Other,slate,Lopez
8706,Entity-Origin,problems,rain
8707,Content-Container,books,suitcase
8708,Cause-Effect,stress,ulcer
8709,Other,land,mother
8710,Other,participation,inquiry
8711,Other,Other,Other
8712,Entity-Destination,baboons,parties
8713,Other,Other,Other
8714,Member-Collection,projects,committee
8715,Content-Container,money,chest
8716,Other,contention,northeast
8717,Other,Other,Other
8718,Entity-Destination,funds,accounts
8719,Content-Container,recipe,safe
8720,Other,Other,Other
8721,Product-Producer,Work,contractors
8722,Product-Producer,story,guy
8723,Entity-Origin,Technicians,stage
8724,Other,Other,Other
8725,Other,Other,Other
8726,Entity-Destination,stuck,canteen
8727,Product-Producer,mound,male
8728,Other,pail,Milkmaid
8729,Other,Other,Other
8730,Other,player,player
8731,Other,prices,recession
8732,Message-Topic,objects,punks
8733,Entity-Origin,Sinbad,Tales
8734,Entity-Origin,bourbon,barrel
8735,Other,stream,manifold
8736,Content-Container,Lesions,capsule
8737,Instrument-Agency,categories,researcher
8738,Content-Container,money,bag
8739,Other,Other,Other
8740,Cause-Effect,death,cancellation
8741,Other,peacocks,peacocks
8742,Other,man,outlet
8743,Other,cocoa,canteen
8744,Product-Producer,song,rapper
8745,Entity-Origin,problems,policy
8746,Other,Other,Other
8747,Other,moisture,stack
8748,Cause-Effect,bacteria,pneumonia
8749,Other,Other,Other
8750,Other,data,lifestyle
8751,Other,Other,Other
8752,Cause-Effect,water,stain
8753,Other,Other,Other
8754,Cause-Effect,injury,bleeding
8755,Entity-Destination,team,territory
8756,Other,photographer,friend
8757,Entity-Destination,flour,mixing
8758,Entity-Destination,specimens,jar
8759,Message-Topic,chapter,companionship
8760,Other,Other,Other
8761,Entity-Origin,insulin,pancreas
8762,Entity-Origin,insulin,pancreases
8763,Other,boy,basket
8764,Other,disease,caterpillars
8765,Product-Producer,vase,glass-blower
8766,Cause-Effect,missile,hole
8767,Message-Topic,speech,proposals
8768,Message-Topic,films,imaginations
8769,Product-Producer,vaccine,maker
8770,Content-Container,tape,box
8771,Other,invitation,thinnest
8772,Entity-Destination,complexity,mix
8773,Other,Other,Other
8774,Other,light,talent
8775,Component-Whole,ring,perturbations
8776,Other,editor,interface
8777,Content-Container,cream,cup
8778,Component-Whole,screen,computer
8779,Other,silica,Diatoms
8780,Content-Container,medal,box
8781,Message-Topic,book,crisis
8782,Other,tools,data
8783,Entity-Origin,workers,port
8784,Other,maid,yesterd
8785,Other,cleaner,trials
8786,Other,Other,Other
8787,Entity-Origin,fears,week
8788,Product-Producer,books,author
8789,Product-Producer,story,boy
8790,Instrument-Agency,identifier,server
8791,Product-Producer,concrete,workers
8792,Entity-Destination,soldiers,battles
8793,Component-Whole,section,mast
8794,Other,Other,Other
8795,Member-Collection,lions,pride
8796,Product-Producer,deer,tick
8797,Other,Other,Other
8798,Member-Collection,submarines,wolfpack
8799,Component-Whole,post,quote
8800,Entity-Destination,users,responder
8801,Other,employee,person
8802,Other,Other,Other
8803,Other,men,bench
8804,Other,personality,minutiae
8805,Other,bags,chains
8806,Content-Container,weapon,safe
8807,Other,hammer,helve
8808,Component-Whole,nails,hand
8809,Other,Other,Other
8810,Other,Other,Other
8811,Other,Other,Other
8812,Other,utilities,corruption
8813,Instrument-Agency,system,balls
8814,Member-Collection,essays,book
8815,Other,Other,Other
8816,Content-Container,pig,crate
8817,Other,Other,Other
8818,Other,Other,Other
8819,Other,Other,Other
8820,Other,wheel,pin
8821,Other,Other,Other
8822,Other,body,congregation
8823,Other,way,therapist
8824,Other,Other,Other
8825,Entity-Destination,baby,home
8826,Other,courage,evening
8827,Entity-Destination,species,areas
8828,Other,Other,Other
8829,Cause-Effect,creatures,scare
8830,Other,Other,Other
8831,Other,boat,apparatus
8832,Entity-Origin,word,root
8833,Content-Container,butt,crockpot
8834,Other,thesis,paper
8835,Other,cameras,photographers
8836,Entity-Origin,train,airport
8837,Component-Whole,teeth,shark
8838,Other,water,girls
8839,Member-Collection,warlocks,coven
8840,Other,Other,Other
8841,Other,Other,Other
8842,Other,lies,cowardice
8843,Other,coffees,size
8844,Message-Topic,chapter,impact
8845,Other,music,times
8846,Entity-Destination,Arabia,countries
8847,Other,Other,Other
8848,Message-Topic,report,committeeactivities
8849,Other,guests,wedding
8850,Member-Collection,needs,society
8851,Message-Topic,ranches,value
8852,Other,sand,sand
8853,Entity-Origin,name,cartoonseries
8854,Other,Other,Other
8855,Other,winery,blend
8856,Content-Container,chabazite,U-tube
8857,Other,Other,Other
8858,Cause-Effect,outdoor,strain
8859,Cause-Effect,collision,brake
8860,Other,role,general
8861,Other,Other,Other
8862,Entity-Destination,disposes,area
8863,Other,cocaine,brain
8864,Other,areas,kingdom
8865,Component-Whole,railing,bridge
8866,Other,rules,game
8867,Entity-Destination,squatters,building
8868,Component-Whole,greenhouses,farm
8869,Cause-Effect,framers,clauses
8870,Entity-Destination,tube,magnet
8871,Other,issues,coterie
8872,Other,builder,construction
8873,Other,leg,muscles
8874,Message-Topic,project,properties
8875,Entity-Origin,electricity,wind
8876,Member-Collection,snakes,pit
8877,Other,Other,Other
8878,Other,Other,Other
8879,Cause-Effect,exploitation,suffering
8880,Member-Collection,formalism,development
8881,Content-Container,body,drum
8882,Other,maize,spirits
8883,Component-Whole,fence,neighbour
8884,Component-Whole,magnet,magneticmechanism
8885,Other,riots,gangs
8886,Entity-Origin,drug,tablet
8887,Message-Topic,films,results
8888,Other,work,quarrel
8889,Other,Other,Other
8890,Other,literature,neologisms
8891,Content-Container,body,suitcase
8892,Other,Other,Other
8893,Component-Whole,rotors,horses
8894,Other,Other,Other
8895,Other,Other,Other
8896,Other,Other,Other
8897,Component-Whole,birds,tree
8898,Other,chimney,setup
8899,Entity-Origin,jam,Strawberry
8900,Other,Other,Other
8901,Other,Other,Other
8902,Other,league,platform
8903,Entity-Destination,poison,milk
8904,Other,problem,times
8905,Entity-Origin,assignment,newspaper
8906,Other,Other,Other
8907,Other,Other,Other
8908,Component-Whole,talks,contract
8909,Other,Other,Other
8910,Other,Other,Other
8911,Other,Other,Other
8912,Other,weather,conditions
8913,Product-Producer,message,posted
8914,Entity-Destination,key,process
8915,Other,wind,umbrella
8916,Product-Producer,sessions,duo
8917,Other,Other,Other
8918,Other,software,engineer
8919,Message-Topic,discussion,market
8920,Product-Producer,software,company
8921,Other,Other,Other
8922,Product-Producer,film,maker
8923,Other,Other,Other
8924,Other,monk,tablet
8925,Other,president,corporation
8926,Other,Other,Other
8927,Other,agency,founder
8928,Product-Producer,meds,nails
8929,Other,Other,Other
8930,Content-Container,gas,cylinder
8931,Other,Other,Other
8932,Other,plug,nut
8933,Other,cradle,sister
8934,Member-Collection,piglets,farrow
8935,Component-Whole,department,store
8936,Other,point,chain
8937,Product-Producer,election,appointment
8938,Content-Container,polonium,capsule
8939,Entity-Destination,items,store
8940,Cause-Effect,immunizations,fever
8941,Other,plate,designer
8942,Entity-Destination,busloads,contention
8943,Other,sweater,ballet
8944,Other,Other,Other
8945,Member-Collection,Mauritania,region
8946,Entity-Destination,exhibitors,fair
8947,Other,Other,Other
8948,Message-Topic,literature,recognition
8949,Product-Producer,draft,wind
8950,Content-Container,honey,bottle
8951,Other,collision,impact
8952,Other,team,mice
8953,Cause-Effect,buildup,acidity
8954,Instrument-Agency,movements,Americas
8955,Other,wax,workers
8956,Instrument-Agency,devil,author
8957,Member-Collection,leaders,faction
8958,Other,Other,Other
